번호,자전거보관소명,위도,경도,보관대수,관리기관명,관리기관전화번호
936,국민은행 대구점 앞,35.8688351,128.593412,7,대구광역시 중구청,053-661-2984
937,"현대캐피탈 빌딩 앞
국민은행 대구점 건너",35.8685428,128.5940111,7,대구광역시 중구청,053-661-2984
938,남산2동 주민센터,35.864077,128.5895742,7,대구광역시 중구청,053-661-2984
939,동인초등학교 앞,35.8676155,128.609809,7,대구광역시 중구청,053-661-2984
940,농협은행 내당동지점,35.8597456,128.5757528,8,대구광역시 중구청,053-661-2984
941,북성로 입구,35.8743709,128.5945242,7,대구광역시 중구청,053-661-2984
942,동아약국앞(향촌문화관 건너),35.8733164,128.5946901,7,대구광역시 중구청,053-661-2984
943,중앙로역 3번출구앞,35.8720151,128.5944612,17,대구광역시 중구청,053-661-2984
944,남성로 입구(중앙파출소건너),35.8670182,128.5933697,7,대구광역시 중구청,053-661-2984
945,삼덕네거리 파이론빌딩 앞,35.8626899,128.602645,16,대구광역시 중구청,053-661-2984
946,중구청 민원실(이설),35.8692838,128.6060779,41,대구광역시 중구청,053-661-2984
947,노마즈하우스 동편,35.8735305,128.6011047,7,대구광역시 중구청,053-661-2984
948,향촌문화관,35.8733774,128.5941989,28,대구광역시 중구청,053-661-2984
949,센트럴빌딩 앞(중파 북쪽),35.8677672,128.5939234,14,대구광역시 중구청,053-661-2984
950,중앙지하상가 9번 출입구(올리브영),35.871335,128.5947617,14,대구광역시 중구청,053-661-2984
951,중앙지하상가 16번 출입구,35.8704973,128.5953778,14,대구광역시 중구청,053-661-2984
952,하나은행 대구기업금융센터 앞,35.8717551,128.5938302,7,대구광역시 중구청,053-661-2984
953,삼덕동 주민센터 앞,35.8655468,128.6089583,4,대구광역시 중구청,053-661-2984
954,성내2동주민센터 앞,35.868383,128.5904122,17,대구광역시 중구청,053-661-2984
955,중구청 주차장 옆(중구청),35.8692838,128.6060779,60,대구광역시 중구청,053-661-2984
956,3호선 달성공원역,35.8755519,128.5821397,69,대구광역시 중구청,053-661-2984
957,3호선 서문시장역,35.8703357,128.5820085,69,대구광역시 중구청,053-661-2984
958,3호선 청라언덕역,35.8566302,128.5836765,94,대구광역시 중구청,053-661-2984
959,3호선 남산역,35.8572609,128.5900131,47,대구광역시 중구청,053-661-2984
960,3호선 건들바위역,35.8556522,128.5992736,40,대구광역시 중구청,053-661-2984
961,경상여중 내,35.87144771,128.5729065,10,대구광역시 서구청,053-663-3015
962,제일고등학교 맞은편 서신육교 밑,35.87225144,128.5733777,7,대구광역시 서구청,053-663-3015
963,중리롯데캐슬 상가 앞,35.8665015,128.5495984,8,대구광역시 서구청,053-663-3015
964,경덕여자고등학교 내,35.86421929,128.5487292,7,대구광역시 서구청,053-663-3015
965,중리중학교 좌남편 벽면,35.8647216,128.5503055,14,대구광역시 서구청,053-663-3015
966,평리4동주민센터,35.86724125,128.5568533,4,대구광역시 서구청,053-663-3015
967,서부도서관 동편,35.87257196,128.5580371,48,대구광역시 서구청,053-663-3015
968,서부고등학교 내,35.87375955,128.5600077,27,대구광역시 서구청,053-663-3015
969,평리중학교 내,35.87339673,128.5607963,15,대구광역시 서구청,053-663-3015
970,평리2동주민센터,35.87121902,128.5636779,7,대구광역시 서구청,053-663-3015
971,비산4동주민센터,35.86976715,128.5742766,7,대구광역시 서구청,053-663-3015
972,비산2.3동주민센터,35.87587668,128.5747241,10,대구광역시 서구청,053-663-3015
973,대구경북양돈농협 앞,35.85486955,128.5487521,20,대구광역시 서구청,053-663-3015
974,남산역화성파크드림 101동 앞,35.85852,128.582556,10,대구광역시 중구청,053-661-2984
975,경북공고 정문 앞,35.8580633,128.583863,31,대구광역시 중구청,053-661-2984
976,달성공원 앞,35.8730153,128.5797779,46,대구광역시 중구청,053-661-2984
977,"명덕역 1,2번 출입구",35.8573581,128.5902175,57,대구광역시 중구청,053-661-2984
978,명덕역 6번 출입구,35.8574594,128.5912546,14,대구광역시 중구청,053-661-2984
979,반월당역 1번 출입구 북편,35.8636339,128.5924309,12,대구광역시 중구청,053-661-2984
980,반월당역 2번 출입구 남편,35.8636204,128.5935248,18,대구광역시 중구청,053-661-2984
981,종각네거리 북서편(MS저축은행 앞),35.8697726,128.6036919,12,대구광역시 중구청,053-661-2984
982,3호선 대봉교역,35.8552323,128.6057163,35,대구광역시 중구청,053-661-2984
983,"반월당역 12번출입구 동편
(에필성형외과 앞)",35.865531,128.594063,6,대구광역시 중구청,053-661-2984
984,롯데영플라자 서편,35.871335,128.5947617,7,대구광역시 중구청,053-661-2984
985,공평네거리 남동편(스타벅스 앞),35.8695386,128.6007534,12,대구광역시 중구청,053-661-2984
986,대봉1동주민센터,35.861638,128.604369,10,대구광역시 중구청,053-661-2984
987,"중앙지하상가 2번출구
(윤정우안과의원 앞)",35.870744,128.592737,7,대구광역시 중구청,053-661-2984
988,롯데시네마 프리미엄 만경 앞,35.870574,128.590613,7,대구광역시 중구청,053-661-2984
989,성내3동 주민센터,35.87263,128.585683,3,대구광역시 중구청,053-661-2984
990,MS재건병원 앞,35.872002,128.604506,7,대구광역시 중구청,053-661-2984
991,봉산가구거리 한일서적 앞,35.861029,128.599153,9,대구광역시 중구청,053-661-2984
992,김광석 거리 공원 내,35.859461,128.606452,7,대구광역시 중구청,053-661-2984
993,대봉한의원 앞,35.856242,128.597147,10,대구광역시 중구청,053-661-2984
994,이가네 연탄석쇠불고기 앞,35.870422,128.590355,7,대구광역시 중구청,053-661-2984
995,동아쇼핑 앞,35.86598,128.591872,7,대구광역시 중구청,053-661-2984
996,쌈지쉼터,35.864468,128.610268,4,대구광역시 중구청,053-661-2984
997,청라언덕역 1번 출입구 서편,35.864923,128.581923,4,대구광역시 중구청,053-661-2984
998,시청주차장,35.870932,128.601783,20,대구광역시 중구청,053-661-2984
999,남산초등학교 북편,35.863687,128.582694,29,대구광역시 중구청,053-661-2984
1000,남산초등학교 남편,35.861819,128.582643,10,대구광역시 중구청,053-661-2984
1001,청라언덕역 7번 출입구,35.864244,128.582475,11,대구광역시 중구청,053-661-2984
1002,경대병원역 4번 출입구 동편,35.8634825,128.6034803,41,대구광역시 중구청,053-661-2984
1003,경대병원역 1번 출입구 서편,35.8636504,128.6017997,7,대구광역시 중구청,053-661-2984
1004,반월당네거리 북동편 덕산빌딩 앞,35.8657781,128.594089,28,대구광역시 중구청,053-661-2984
1005,신남네거리 북동편 유료주차장 앞,35.8654762,128.5834003,28,대구광역시 중구청,053-661-2984
1006,"신남역 2번 출입구 서편
(보강한의원 앞)",35.8643761,128.5818287,12,대구광역시 중구청,053-661-2984
1007,"신남역 3번 출입구 북편
(with me 매장 앞)",35.8644497,128.5820862,21,대구광역시 중구청,053-661-2984
1008,반월당네거리 남동편 하나은행 앞,35.8650314,128.5941709,28,대구광역시 중구청,053-661-2984
1009,경대병원역 2번 출입구 동편,35.8627456,128.6014263,44,대구광역시 중구청,053-661-2984
1010,경대병원역 3번 출입구,35.8626491,128.6032293,39,대구광역시 중구청,053-661-2984
1011,동산네거리 북서편 대구은행 앞,35.8708227,128.5819489,8,대구광역시 중구청,053-661-2984
1012,계명네거리 서편 대구은행 앞,35.8569053,128.5821605,6,대구광역시 중구청,053-661-2984
1013,경상감영공원 남편 인도변,35.8717444,128.5916198,34,대구광역시 중구청,053-661-2984
1014,씨네시티한일 앞,35.8704973,128.5953778,18,대구광역시 중구청,053-661-2984
1015,봉산동 중구 청소년 문화의 집 앞,35.8619317,128.5979877,6,대구광역시 중구청,053-661-2984
1016,남산4동 그린맨션 105동 앞,35.8622582,128.5773123,19,대구광역시 중구청,053-661-2984
1017,"반월당네거리 서편 
동양생명빌딩 앞",35.8653598,128.5920895,18,대구광역시 중구청,053-661-2984
1018,"반월당네거리 남서편 
반월휴연합의원 앞",35.8650968,128.5927951,14,대구광역시 중구청,053-661-2984
1019,교보빌딩 앞,35.870591,128.5948392,16,대구광역시 중구청,053-661-2984
1020,제한한의원 앞,35.8646061,128.596874,12,대구광역시 중구청,053-661-2984
1021,동인 느티나무 도서관 앞,35.8713258,128.607224,3,대구광역시 중구청,053-661-2984
1022,동인동 주민센터 앞,35.8679316,128.609157,6,대구광역시 중구청,053-661-2984
1023,애견갤러리 앞,35.8651459,128.59725,2,대구광역시 중구청,053-661-2984
1024,대봉2동 주민센터 앞,35.8581536,128.5997619,10,대구광역시 중구청,053-661-2984
1025,대우빌딩 북편(태평로 160번지),35.8746989,128.5952675,19,대구광역시 중구청,053-661-2984
1026,공평네거리 남서편 sk대리점앞,35.8698527,128.5999342,10,대구광역시 중구청,053-661-2984
1027,봉산육거리 남동편 종로서점 앞,35.8634405,128.5999744,20,대구광역시 중구청,053-661-2984
